"SmallMolecule","Cell","Time Point (hrs)","Concentration (μM)","Endpoint","Value",
"Taxol","HEC-1","24","11.11","Cell cycle: percent interphase","72.89",
"Taxol","NCI-H1703","24","0.41","Cell cycle: percent non-arrested","72.87",
"Taxol","5637","72","0.14","Cell cycle: percent non-arrested","72.87",
"Taxol","JHH-6","72","0.01","Cell cycle: percent interphase","72.86",
"Taxol","HLF","48","0.41","Cell cycle: percent interphase","72.82",
"Taxol","KMRC-20","72","11.11","Cell cycle: percent interphase","72.81",
"Taxol","HEC-1","48","0.02","Cell cycle: percent interphase","72.75",
"Taxol","NCI-H810","48","33.33","Cell cycle: percent G2-M arrested","72.73",
"Taxol","JHH-6","48","0.05","Cell cycle: percent interphase","72.73",
"Taxol","JHH-6","48","11.11","Cell cycle: percent interphase","72.73",
"Taxol","JHH-6","72","3.7","Cell cycle: percent interphase","72.65",
"Taxol","Ca9-22","72","0.02","Cell cycle: percent interphase","72.65",
"Taxol","IST-MEL1","24","0.05","Cell cycle: percent non-arrested","72.64",
"Taxol","KATO III","24","0.05","Cell cycle: percent non-arrested","72.63",
"Taxol","Ca9-22","72","3.7","Cell cycle: percent interphase","72.58",
"Taxol","Ishikawa (Heraklio) 02 ER-","24","0.05","Cell cycle: percent mitosis","72.54",
"Taxol","5637","72","0.14","Cell cycle: percent non-arrested","72.46",
"Taxol","AGS","48","0.14","Cell cycle: percent interphase","72.42",
"Taxol","JHH-6","72","1.23","Cell cycle: percent interphase","72.39",
"Taxol","SNB75","24","0.41","Cell cycle: percent interphase","72.38",
"Taxol","IST-MEL1","24","0.41","Cell cycle: percent interphase","72.37",
"Taxol","SNB75","24","0.41","Cell cycle: percent non-arrested","72.32",
"Taxol","Ca Ski","48","0.41","Cell cycle: percent non-arrested","72.31",
"Taxol","KYSE-180","24","0.14","Cell cycle: percent interphase","72.29",
"Taxol","NCI-H1703","24","0.41","Cell cycle: percent interphase","72.26",
"Taxol","Ishikawa (Heraklio) 02 ER-","24","0.14","Cell cycle: percent mitosis","72.26",
"Taxol","Ca Ski","48","11.11","Cell cycle: percent non-arrested","72.26",
"Taxol","647-V","24","0.02","Cell cycle: percent interphase","72.26",
"Taxol","KYSE-150","24","3.7","Cell cycle: percent interphase","72.17",
"Taxol","NCI-H810","24","33.33","Cell cycle: percent non-arrested","72.11",
"Taxol","Calu-1","24","0.41","Cell cycle: percent interphase","72.11",
"Taxol","KATO III","24","0.05","Cell cycle: percent non-arrested","72.08",
"Taxol","Ca Ski","48","3.7","Cell cycle: percent non-arrested","72.07",
"Taxol","NCI-H1703","24","3.7","Cell cycle: percent non-arrested","72.04",
"Taxol","IST-MEL1","24","0.05","Cell cycle: percent interphase","71.96",
"Taxol","KYSE-150","24","0.41","Cell cycle: percent interphase","71.96",
"Taxol","5637","72","0.05","Cell cycle: percent non-arrested","71.96",
"Taxol","KYSE-140","72","1.23","Cell cycle: percent interphase","71.95",
"Taxol","HEC-1","48","0.41","Cell cycle: percent interphase","71.95",
"Taxol","KYSE-150","72","3.7","Cell cycle: percent interphase","71.89",
"Taxol","647-V","48","11.11","Cell cycle: percent interphase","71.86",
"Taxol","JHH-6","72","3.7","Cell cycle: percent interphase","71.81",
"Taxol","SK-LMS-1","24","0.14","Cell cycle: percent G2-M arrested","71.8",
"Taxol","NCI-H1703","24","3.7","Cell cycle: percent interphase","71.76",
"Taxol","KYSE-180","24","0.02","Cell cycle: percent non-arrested","71.76",
"Taxol","IST-MEL1","24","1.23","Cell cycle: percent non-arrested","71.76",
"Taxol","COLO-800","24","11.11","Cell cycle: percent non-arrested","71.73",
"Taxol","COLO-800","24","11.11","Cell cycle: percent interphase","71.73",
"Taxol","5637","72","0.02","Cell cycle: percent non-arrested","71.73",
"Taxol","KATO III","24","0.05","Cell cycle: percent interphase","71.72",
"Taxol","HLF","24","1.23","Cell cycle: percent interphase","71.7",
"Taxol","KATO III","24","0.01","Cell cycle: percent non-arrested","71.69",
"Taxol","COLO-800","24","0.05","Cell cycle: percent non-arrested","71.68",
"Taxol","COLO-800","24","0.05","Cell cycle: percent interphase","71.68",
"Taxol","HEC-1","48","0.05","Cell cycle: percent interphase","71.68",
"Taxol","IA-LM","24","0.41","Cell cycle: percent non-arrested","71.62",
"Taxol","LNZTA3WT4","72","0.05","Cell cycle: percent interphase","71.62",
"Taxol","KYSE-140","72","0.14","Cell cycle: percent interphase","71.6",
"Taxol","JHH-6","48","3.7","Cell cycle: percent interphase","71.6",
"Taxol","Ca9-22","48","0.02","Cell cycle: percent non-arrested","71.58",
"Taxol","Ca9-22","72","3.7","Cell cycle: percent interphase","71.57",
"Taxol","KYSE-150","72","1.23","Cell cycle: percent interphase","71.56",
"Taxol","IST-MEL1","24","0.05","Cell cycle: percent interphase","71.55",
"Taxol","JHH-6","72","0.05","Cell cycle: percent interphase","71.53",
"Taxol","SNB75","24","0.14","Cell cycle: percent non-arrested","71.51",
"Taxol","SK-LMS-1","24","1.23","Cell cycle: percent G2-M arrested","71.43",
"Taxol","SJCRH30","24","0.14","Cell cycle: percent G2-M arrested","71.43",
"Taxol","NCI-H1648","72","0.01","Cell cycle: percent G2-M arrested","71.43",
"Taxol","NCI-H1648","24","11.11","Cell cycle: percent G2-M arrested","71.43",
"Taxol","KYSE-180","72","1.23","Cell cycle: percent G2-M arrested","71.43",
"Taxol","KYSE-180","72","0.05","Cell cycle: percent G2-M arrested","71.43",
"Taxol","KYSE-140","48","11.11","Cell cycle: percent G2-M arrested","71.43",
"Taxol","KATO III","24","0.41","Cell cycle: percent G2-M arrested","71.43",
"Taxol","IST-MEL1","72","0.02","Cell cycle: percent G2-M arrested","71.43",
"Taxol","Ca9-22","48","11.11","Cell cycle: percent non-arrested","71.39",
"Taxol","647-V","24","0.02","Cell cycle: percent interphase","71.38",
"Taxol","IST-MEL1","24","0.01","Cell cycle: percent non-arrested","71.34",
"Taxol","IST-MEL1","24","0.05","Cell cycle: percent non-arrested","71.27",
"Taxol","KYSE-140","72","0.14","Cell cycle: percent interphase","71.26",
"Taxol","IST-MEL1","24","1.23","Cell cycle: percent interphase","71.24",
"Taxol","KMRC-20","24","3.7","Cell cycle: percent interphase","71.21",
"Taxol","IST-MEL1","24","0.01","Cell cycle: percent interphase","71.09",
"Taxol","HLF","24","1.23","Cell cycle: percent interphase","71.09",
"Taxol","KYSE-180","24","3.7","Cell cycle: percent interphase","71.08",
"Taxol","Calu-1","24","1.23","Cell cycle: percent interphase","71.08",
"Taxol","IST-MEL1","24","0.14","Cell cycle: percent non-arrested","71.06",
"Taxol","CAL-51","24","11.11","Cell cycle: percent interphase","71.05",
"Taxol","KYSE-180","24","1.23","Cell cycle: percent interphase","70.95",
"Taxol","KATO III","24","0.02","Cell cycle: percent interphase","70.95",
"Taxol","KATO III","24","0.14","Cell cycle: percent interphase","70.92",
"Taxol","KYSE-180","24","0.41","Cell cycle: percent interphase","70.87",
"Taxol","KATO III","24","3.7","Cell cycle: percent non-arrested","70.87",
"Taxol","SNB75","24","0.14","Cell cycle: percent interphase","70.86",
"Taxol","IST-MEL1","24","0.41","Cell cycle: percent G2-M arrested","70.83",
"Taxol","Ishikawa","72","1.23","Cell cycle: percent interphase","70.83",
"Taxol","HLF","24","3.7","Cell cycle: percent interphase","70.79",
"Taxol","5637","48","1.23","Cell cycle: percent non-arrested","70.76",
"Taxol","HEC-1","24","0.41","Cell cycle: percent interphase","70.75",
"Taxol","KYSE-150","72","0.02","Cell cycle: percent interphase","70.72",
"Taxol","JHH-6","72","0.02","Cell cycle: percent interphase","70.69",
"Taxol","IST-MEL1","24","0.14","Cell cycle: percent interphase","70.67",
"Taxol","Calu-1","24","3.7","Cell cycle: percent interphase","70.65",
"Taxol","JHH-6","48","3.7","Cell cycle: percent interphase","70.64",
"Taxol","647-V","72","0.02","Cell cycle: percent interphase","70.51",
"Taxol","JHH-6","72","0.41","Cell cycle: percent interphase","70.47",
"Taxol","HEC-1","48","0.41","Cell cycle: percent interphase","70.46",
"Taxol","Calu-1","24","0.05","Cell cycle: percent interphase","70.46",
"Taxol","KMRC-20","24","1.23","Cell cycle: percent interphase","70.44",
"Taxol","JHH-6","72","0.14","Cell cycle: percent interphase","70.33",
"Taxol","KATO III","24","0.14","Cell cycle: percent non-arrested","70.31",
"Taxol","KMRC-20","24","1.23","Cell cycle: percent interphase","70.31",
"Taxol","KYSE-150","72","11.11","Cell cycle: percent interphase","70.3",
"Taxol","AGS","48","0.14","Cell cycle: percent interphase","70.29",
"Taxol","KATO III","24","3.7","Cell cycle: percent non-arrested","70.25",
"Taxol","Calu-1","24","0.41","Cell cycle: percent interphase","70.21",
"Taxol","KYSE-180","24","0.05","Cell cycle: percent interphase","70.2",
"Taxol","KATO III","24","0.01","Cell cycle: percent non-arrested","70.14",
"Taxol","Ca Ski","24","0.01","Cell cycle: percent interphase","70.14",
"Taxol","KATO III","24","1.23","Cell cycle: percent interphase","70.13",
"Taxol","Ca Ski","48","1.23","Cell cycle: percent non-arrested","70.13",
"Taxol","SNB75","24","3.7","Cell cycle: percent non-arrested","70.1",
"Taxol","IST-MEL1","24","0.41","Cell cycle: percent non-arrested","70.1",
"Taxol","IST-MEL1","24","0.41","Cell cycle: percent interphase","70.07",
"Taxol","SNB75","24","0.41","Cell cycle: percent G2-M arrested","70",
"Taxol","KYSE-180","72","0.02","Cell cycle: percent G2-M arrested","70",
"Taxol","NCI-H1703","24","0.14","Cell cycle: percent non-arrested","69.94",
"Taxol","LNZTA3WT4","24","0.14","Cell cycle: percent interphase","69.92",
"Taxol","SNB75","24","3.7","Cell cycle: percent interphase","69.88",
"Taxol","HLF","48","0.14","Cell cycle: percent interphase","69.87",
"Taxol","KYSE-150","72","0.41","Cell cycle: percent interphase","69.83",
"Taxol","647-V","72","11.11","Cell cycle: percent interphase","69.79",
"Taxol","HLF","48","11.11","Cell cycle: percent interphase","69.78",
"Taxol","HLF","48","3.7","Cell cycle: percent interphase","69.77",
"Taxol","HEC-1","24","0.14","Cell cycle: percent interphase","69.77",
"Taxol","NCI-H1703","24","0.14","Cell cycle: percent interphase","69.75",
"Taxol","NCI-H810","24","33.33","Cell cycle: percent interphase","69.74",
"Taxol","KYSE-150","72","11.11","Cell cycle: percent interphase","69.66",
"Taxol","COLO-800","24","11.11","Cell cycle: percent interphase","69.61",
"Taxol","KYSE-150","72","0.14","Cell cycle: percent interphase","69.59",
"Taxol","NCI-H810","48","0.02","Cell cycle: percent non-arrested","69.58",
"Taxol","KYSE-140","72","0.41","Cell cycle: percent G2-M arrested","69.57",
"Taxol","647-V","72","0.02","Cell cycle: percent interphase","69.57",
"Taxol","Calu-1","24","0.05","Cell cycle: percent interphase","69.52",
"Taxol","5637","24","33.33","Cell cycle: percent non-arrested","69.49",
"Taxol","COLO-800","24","11.11","Cell cycle: percent non-arrested","69.47",
"Taxol","IST-MEL1","24","11.11","Cell cycle: percent non-arrested","69.42",
"Taxol","KYSE-150","24","1.23","Cell cycle: percent interphase","69.4",
"Taxol","HEC-1","24","1.23","Cell cycle: percent interphase","69.4",
"Taxol","SNB75","24","0.05","Cell cycle: percent non-arrested","69.36",
"Taxol","Calu-1","24","11.11","Cell cycle: percent interphase","69.33",
"Taxol","NCI-H1703","24","3.7","Cell cycle: percent non-arrested","69.32",
"Taxol","KYSE-180","24","0.02","Cell cycle: percent non-arrested","69.32",
"Taxol","647-V","48","11.11","Cell cycle: percent interphase","69.28",
"Taxol","KYSE-150","72","1.23","Cell cycle: percent interphase","69.2",
"Taxol","SNB75","24","0.05","Cell cycle: percent interphase","69.19",
"Taxol","Ishikawa (Heraklio) 02 ER-","24","0.14","Cell cycle: percent mitosis","69.14",
"Taxol","NCI-H1703","24","0.05","Cell cycle: percent non-arrested","69.13",
"Taxol","KATO III","24","0.01","Cell cycle: percent interphase","69.11",
"Taxol","KYSE-150","72","0.05","Cell cycle: percent interphase","69.11",
"Taxol","PC-9","24","33.33","Cell cycle: percent non-arrested","69.1",
"Taxol","JHH-6","72","0.05","Cell cycle: percent interphase","69.08",
"Taxol","JHH-6","72","11.11","Cell cycle: percent interphase","69.07",
"Taxol","Calu-1","24","0.14","Cell cycle: percent interphase","69.06",
"Taxol","Ca9-22","48","0.02","Cell cycle: percent non-arrested","69",
"Taxol","NCI-H810","72","0.05","Cell cycle: percent G2-M arrested","68.89",
"Taxol","NCI-H810","48","0.02","Cell cycle: percent non-arrested","68.86",
"Taxol","Ishikawa (Heraklio) 02 ER-","24","0.02","Cell cycle: percent mitosis","68.85",
"Taxol","HLF","48","11.11","Cell cycle: percent interphase","68.85",
"Taxol","COLO-679","24","0.01","Cell cycle: percent interphase","68.77",
"Taxol","KYSE-140","72","0.41","Cell cycle: percent G2-M arrested","68.75",
"Taxol","KYSE-140","72","3.7","Cell cycle: percent G2-M arrested","68.75",
"Taxol","KYSE-180","24","0.05","Cell cycle: percent interphase","68.74",
"Taxol","Ca Ski","48","0.14","Cell cycle: percent non-arrested","68.7",
"Taxol","JHH-6","72","11.11","Cell cycle: percent interphase","68.68",
"Taxol","IST-MEL1","24","11.11","Cell cycle: percent interphase","68.67",
"Taxol","KYSE-150","24","0.05","Cell cycle: percent interphase","68.64",
"Taxol","IST-MEL1","24","3.7","Cell cycle: percent non-arrested","68.57",
"Taxol","5637","24","0.01","Cell cycle: percent interphase","68.56",
"Taxol","Ishikawa (Heraklio) 02 ER-","48","0.02","Cell cycle: percent interphase","68.54",
"Taxol","IST-MEL1","24","3.7","Cell cycle: percent non-arrested","68.53",
"Taxol","PC-9","24","33.33","Cell cycle: percent non-arrested","68.53",
"Taxol","NCI-H810","48","0.02","Cell cycle: percent interphase","68.51",
"Taxol","HEC-1","24","0.05","Cell cycle: percent interphase","68.47",
"Taxol","NCI-H1703","24","0.02","Cell cycle: percent non-arrested","68.45",
"Taxol","SNB75","24","1.23","Cell cycle: percent interphase","68.43",
"Taxol","KATO III","24","11.11","Cell cycle: percent non-arrested","68.4",
"Taxol","NCI-H1703","24","0.41","Cell cycle: percent non-arrested","68.36",
"Taxol","KMRC-20","24","0.14","Cell cycle: percent interphase","68.29",
"Taxol","NCI-H1703","24","3.7","Cell cycle: percent interphase","68.2",
"Taxol","SNB75","24","1.23","Cell cycle: percent non-arrested","68.19",
"Taxol","IST-MEL1","24","3.7","Cell cycle: percent interphase","68.18",
"Taxol","IST-MEL1","24","3.7","Cell cycle: percent interphase","68.12",
"Taxol","NCI-H1703","24","0.02","Cell cycle: percent interphase","68.06",
"Taxol","NCI-H1703","24","0.05","Cell cycle: percent interphase","68.04",
"Taxol","KYSE-140","72","0.02","Cell cycle: percent interphase","68.04",
"Taxol","KATO III","24","0.02","Cell cycle: percent interphase","68",
"Taxol","Ishikawa (Heraklio) 02 ER-","24","0.05","Cell cycle: percent mitosis","67.96",
"Taxol","KYSE-150","72","0.41","Cell cycle: percent interphase","67.95",
"Taxol","JHH-6","72","0.02","Cell cycle: percent interphase","67.93",
"Taxol","IST-MEL1","24","1.23","Cell cycle: percent non-arrested","67.88",
"Taxol","CAL-51","24","0.14","Cell cycle: percent interphase","67.87",
"Taxol","NCI-H810","48","0.02","Cell cycle: percent interphase","67.85",
"Taxol","JHH-6","48","0.01","Cell cycle: percent interphase","67.84",
"Taxol","PC-9","24","33.33","Cell cycle: percent interphase","67.82",
"Taxol","JHH-6","72","0.01","Cell cycle: percent interphase","67.81",
"Taxol","CAL-51","24","3.7","Cell cycle: percent interphase","67.78",
"Taxol","KATO III","24","3.7","Cell cycle: percent interphase","67.65",
"Taxol","KYSE-140","24","1.23","Cell cycle: percent non-arrested","67.62",
"Taxol","IST-MEL1","24","1.23","Cell cycle: percent interphase","67.45",
"Taxol","NCI-H1703","24","33.33","Cell cycle: percent non-arrested","67.36",
"Taxol","NCI-H1703","24","1.23","Cell cycle: percent non-arrested","67.29",
"Taxol","NCI-H1703","24","1.23","Cell cycle: percent interphase","67.19",
"Taxol","JHH-6","48","11.11","Cell cycle: percent interphase","67.15",
"Taxol","KYSE-140","72","0.01","Cell cycle: percent interphase","67.12",
"Taxol","KMRC-20","24","3.7","Cell cycle: percent interphase","67.11",
"Taxol","CAL-51","24","1.23","Cell cycle: percent interphase","67.11",
"Taxol","HEC-1","24","3.7","Cell cycle: percent interphase","67.06",
"Taxol","PC-9","24","33.33","Cell cycle: percent interphase","67.03",
"Taxol","NCI-H1703","24","33.33","Cell cycle: percent interphase","67.02",
"Taxol","KATO III","24","0.01","Cell cycle: percent interphase","67.02",
"Taxol","JHH-6","24","0.02","Cell cycle: percent interphase","66.95",
"Taxol","KATO III","24","3.7","Cell cycle: percent interphase","66.92",
"Taxol","Ishikawa (Heraklio) 02 ER-","24","0.41","Cell cycle: percent mitosis","66.92",
"Taxol","KYSE-140","72","0.01","Cell cycle: percent interphase","66.91",
"Taxol","KYSE-180","24","0.02","Cell cycle: percent interphase","66.85",
"Taxol","COLO-800","24","0.01","Cell cycle: percent non-arrested","66.82",
"Taxol","COLO-800","24","0.01","Cell cycle: percent interphase","66.82",
"Taxol","COLO-679","24","0.01","Cell cycle: percent interphase","66.77",
"Taxol","SK-MES","24","11.11","Cell cycle: percent G2-M arrested","66.67",
"Taxol","SK-LMS-1","72","3.7","Cell cycle: percent G2-M arrested","66.67",
"Taxol","SK-LMS-1","72","0.02","Cell cycle: percent G2-M arrested","66.67",
"Taxol","SK-LMS-1","72","0.02","Cell cycle: percent G2-M arrested","66.67",
"Taxol","SK-LMS-1","48","0.05","Cell cycle: percent G2-M arrested","66.67",
"Taxol","SJCRH30","24","1.23","Cell cycle: percent G2-M arrested","66.67",
"Taxol","NCI-H1703","24","0.02","Cell cycle: percent non-arrested","66.67",
"Taxol","NCI-H1648","48","0.14","Cell cycle: percent G2-M arrested","66.67",
"Taxol","NCI-H1648","72","0.02","Cell cycle: percent G2-M arrested","66.67",
"Taxol","NCI-H1648","72","11.11","Cell cycle: percent G2-M arrested","66.67",
"Taxol","KATO III","72","3.7","Cell cycle: percent G2-M arrested","66.67",
"Taxol","IST-MEL1","48","0.01","Cell cycle: percent G2-M arrested","66.67",
"Taxol","IST-MEL1","72","11.11","Cell cycle: percent G2-M arrested","66.67",
"Taxol","5637","48","33.33","Cell cycle: percent G2-M arrested","66.67",
"Taxol","PC-9","72","0.05","Cell cycle: percent G2-M arrested","66.67",
"Taxol","SNB75","24","0.05","Cell cycle: percent interphase","66.58",
"Taxol","NCI-H1703","24","0.41","Cell cycle: percent interphase","66.58",
"Taxol","HLF","72","0.02","Cell cycle: percent interphase","66.55",
"Taxol","IA-LM","24","0.05","Cell cycle: percent non-arrested","66.54",
